,index,cutoffAt,isAlternate,key,limits,matchupId,period,prices,status,type,version,side,designation,price,points,participantId
271,56,2024-07-07T01:40:00+00:00,,s;1;m,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593552718,1,"{'participantId': 1593552758, 'price': 3401}",,moneyline,4235935067.0,,,3401,nan,1593552758.0
272,56,2024-07-07T01:40:00+00:00,,s;1;m,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593552718,1,"{'participantId': 1593552759, 'price': 4323}",,moneyline,4235935067.0,,,4323,nan,1593552759.0
273,56,2024-07-07T01:40:00+00:00,,s;1;m,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593552718,1,"{'participantId': 1593552763, 'price': 3426}",,moneyline,4235935067.0,,,3426,nan,1593552763.0
274,56,2024-07-07T01:40:00+00:00,,s;1;m,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593552718,1,"{'participantId': 1593552764, 'price': 3378}",,moneyline,4235935067.0,,,3378,nan,1593552764.0
275,56,2024-07-07T01:40:00+00:00,,s;1;m,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593552718,1,"{'participantId': 1593552765, 'price': 3755}",,moneyline,4235935067.0,,,3755,nan,1593552765.0
276,56,2024-07-07T01:40:00+00:00,,s;1;m,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593552718,1,"{'participantId': 1593552766, 'price': 4412}",,moneyline,4235935067.0,,,4412,nan,1593552766.0
277,56,2024-07-07T01:40:00+00:00,,s;1;m,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593552718,1,"{'participantId': 1593552771, 'price': 4612}",,moneyline,4235935067.0,,,4612,nan,1593552771.0
278,56,2024-07-07T01:40:00+00:00,,s;1;m,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593552718,1,"{'participantId': 1593552772, 'price': 4540}",,moneyline,4235935067.0,,,4540,nan,1593552772.0
279,57,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557518,0,"{'participantId': 1593557519, 'points': 0.5, 'price': 805}",,total,,,,805,0.5,1593557519.0
280,57,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557518,0,"{'participantId': 1593557520, 'points': 0.5, 'price': -1900}",,total,,,,-1900,0.5,1593557520.0
281,58,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557521,0,"{'participantId': 1593557522, 'points': 1.5, 'price': 140}",,total,,,,140,1.5,1593557522.0
282,58,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557521,0,"{'participantId': 1593557523, 'points': 1.5, 'price': -214}",,total,,,,-214,1.5,1593557523.0
283,59,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557524,0,"{'participantId': 1593557525, 'points': 0.5, 'price': 847}",,total,4235937780.0,,,847,0.5,1593557525.0
284,59,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557524,0,"{'participantId': 1593557526, 'points': 0.5, 'price': -2074}",,total,4235937780.0,,,-2074,0.5,1593557526.0
285,60,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557527,0,"{'participantId': 1593557528, 'points': 0.5, 'price': -207}",,total,4235937780.0,,,-207,0.5,1593557528.0
286,60,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557527,0,"{'participantId': 1593557529, 'points': 0.5, 'price': 149}",,total,4235937780.0,,,149,0.5,1593557529.0
287,61,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557533,0,"{'participantId': 1593557534, 'points': 0.5, 'price': -122}",,total,4235740976.0,,,-122,0.5,1593557534.0
288,61,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557533,0,"{'participantId': 1593557535, 'points': 0.5, 'price': -108}",,total,4235740976.0,,,-108,0.5,1593557535.0
289,62,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557536,0,"{'participantId': 1593557537, 'points': 0.5, 'price': 582}",,total,4235937780.0,,,582,0.5,1593557537.0
290,62,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557536,0,"{'participantId': 1593557538, 'points': 0.5, 'price': -1113}",,total,4235937780.0,,,-1113,0.5,1593557538.0
291,63,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557539,0,"{'participantId': 1593557540, 'points': 0.5, 'price': -147}",,total,4235937780.0,,,-147,0.5,1593557540.0
292,63,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557539,0,"{'participantId': 1593557541, 'points': 0.5, 'price': 110}",,total,4235937780.0,,,110,0.5,1593557541.0
293,64,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557542,0,"{'participantId': 1593557543, 'points': 0.5, 'price': 375}",,total,4235937780.0,,,375,0.5,1593557543.0
294,64,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557542,0,"{'participantId': 1593557544, 'points': 0.5, 'price': -582}",,total,4235937780.0,,,-582,0.5,1593557544.0
295,65,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557545,0,"{'participantId': 1593557546, 'points': 1.5, 'price': 122}",,total,4235740976.0,,,122,1.5,1593557546.0
296,65,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557545,0,"{'participantId': 1593557547, 'points': 1.5, 'price': -165}",,total,4235740976.0,,,-165,1.5,1593557547.0
297,66,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557548,0,"{'participantId': 1593557549, 'points': 0.5, 'price': 490}",,total,4235937780.0,,,490,0.5,1593557549.0
298,66,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557548,0,"{'participantId': 1593557550, 'points': 0.5, 'price': -858}",,total,4235937780.0,,,-858,0.5,1593557550.0
299,67,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557551,0,"{'participantId': 1593557552, 'points': 1.5, 'price': 132}",,total,4235937780.0,,,132,1.5,1593557552.0
300,67,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557551,0,"{'participantId': 1593557553, 'points': 1.5, 'price': -180}",,total,4235937780.0,,,-180,1.5,1593557553.0
301,68,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557554,0,"{'participantId': 1593557555, 'points': 0.5, 'price': 387}",,total,4235937780.0,,,387,0.5,1593557555.0
302,68,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557554,0,"{'participantId': 1593557556, 'points': 0.5, 'price': -820}",,total,4235937780.0,,,-820,0.5,1593557556.0
303,69,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557557,0,"{'participantId': 1593557558, 'points': 1.5, 'price': 139}",,total,4235740976.0,,,139,1.5,1593557558.0
304,69,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557557,0,"{'participantId': 1593557559, 'points': 1.5, 'price': -191}",,total,4235740976.0,,,-191,1.5,1593557559.0
305,70,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557560,0,"{'participantId': 1593557561, 'points': 0.5, 'price': 700}",,total,4235937780.0,,,700,0.5,1593557561.0
306,70,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557560,0,"{'participantId': 1593557562, 'points': 0.5, 'price': -1500}",,total,4235937780.0,,,-1500,0.5,1593557562.0
307,71,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557563,0,"{'participantId': 1593557564, 'points': 1.5, 'price': 146}",,total,4235937780.0,,,146,1.5,1593557564.0
308,71,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557563,0,"{'participantId': 1593557565, 'points': 1.5, 'price': -202}",,total,4235937780.0,,,-202,1.5,1593557565.0
309,72,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557566,0,"{'participantId': 1593557568, 'points': 0.5, 'price': -807}",,total,4235937780.0,,,-807,0.5,1593557568.0
310,72,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557566,0,"{'participantId': 1593557567, 'points': 0.5, 'price': 471}",,total,4235937780.0,,,471,0.5,1593557567.0
311,73,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557569,0,"{'participantId': 1593557570, 'points': 1.5, 'price': 119}",,total,4235741106.0,,,119,1.5,1593557570.0
312,73,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557569,0,"{'participantId': 1593557571, 'points': 1.5, 'price': -160}",,total,4235741106.0,,,-160,1.5,1593557571.0
313,74,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557572,0,"{'participantId': 1593557573, 'points': 0.5, 'price': 477}",,total,4235548287.0,,,477,0.5,1593557573.0
314,74,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557572,0,"{'participantId': 1593557574, 'points': 0.5, 'price': -1166}",,total,4235548287.0,,,-1166,0.5,1593557574.0
315,75,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557575,0,"{'participantId': 1593557576, 'points': 1.5, 'price': 118}",,total,4235741106.0,,,118,1.5,1593557576.0
316,75,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557575,0,"{'participantId': 1593557577, 'points': 1.5, 'price': -158}",,total,4235741106.0,,,-158,1.5,1593557577.0
317,76,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557578,0,"{'participantId': 1593557579, 'points': 1.5, 'price': 110}",,total,4235741106.0,,,110,1.5,1593557579.0
318,76,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557578,0,"{'participantId': 1593557580, 'points': 1.5, 'price': -147}",,total,4235741106.0,,,-147,1.5,1593557580.0
319,77,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557581,0,"{'participantId': 1593557582, 'points': 3.5, 'price': -214}",,total,4235937780.0,,,-214,3.5,1593557582.0
320,77,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557581,0,"{'participantId': 1593557583, 'points': 3.5, 'price': 140}",,total,4235937780.0,,,140,3.5,1593557583.0
321,78,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557584,0,"{'participantId': 1593557585, 'points': 5.5, 'price': 105}",,total,4235937780.0,,,105,5.5,1593557585.0
322,78,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557584,0,"{'participantId': 1593557586, 'points': 5.5, 'price': -139}",,total,4235937780.0,,,-139,5.5,1593557586.0
323,79,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557587,0,"{'participantId': 1593557588, 'points': 2.5, 'price': -111}",,total,4235937780.0,,,-111,2.5,1593557588.0
324,79,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557587,0,"{'participantId': 1593557589, 'points': 2.5, 'price': -119}",,total,4235937780.0,,,-119,2.5,1593557589.0
325,80,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557590,0,"{'participantId': 1593557591, 'points': 17.5, 'price': -103}",,total,4235937780.0,,,-103,17.5,1593557591.0
326,80,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557590,0,"{'participantId': 1593557592, 'points': 17.5, 'price': -129}",,total,4235937780.0,,,-129,17.5,1593557592.0
327,81,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557593,0,"{'participantId': 1593557594, 'points': 0.5, 'price': 601}",,total,4235937780.0,,,601,0.5,1593557594.0
328,81,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557593,0,"{'participantId': 1593557595, 'points': 0.5, 'price': -1172}",,total,4235937780.0,,,-1172,0.5,1593557595.0
329,82,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557596,0,"{'participantId': 1593557597, 'points': 1.5, 'price': 130}",,total,4235937780.0,,,130,1.5,1593557597.0
330,82,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557596,0,"{'participantId': 1593557598, 'points': 1.5, 'price': -177}",,total,4235937780.0,,,-177,1.5,1593557598.0
331,83,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557599,0,"{'participantId': 1593557600, 'points': 0.5, 'price': 833}",,total,4235937780.0,,,833,0.5,1593557600.0
332,83,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557599,0,"{'participantId': 1593557601, 'points': 0.5, 'price': -2014}",,total,4235937780.0,,,-2014,0.5,1593557601.0
333,84,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557602,0,"{'participantId': 1593557603, 'points': 0.5, 'price': -220}",,total,4235937780.0,,,-220,0.5,1593557603.0
334,84,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557602,0,"{'participantId': 1593557604, 'points': 0.5, 'price': 157}",,total,4235937780.0,,,157,0.5,1593557604.0
335,85,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557605,0,"{'participantId': 1593557606, 'points': 0.5, 'price': -150}",,total,4235741106.0,,,-150,0.5,1593557606.0
336,85,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557605,0,"{'participantId': 1593557607, 'points': 0.5, 'price': 112}",,total,4235741106.0,,,112,0.5,1593557607.0
337,86,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557611,0,"{'participantId': 1593557612, 'points': 0.5, 'price': -141}",,total,4235937780.0,,,-141,0.5,1593557612.0
338,86,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557611,0,"{'participantId': 1593557613, 'points': 0.5, 'price': 106}",,total,4235937780.0,,,106,0.5,1593557613.0
339,87,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557614,0,"{'participantId': 1593557615, 'points': 0.5, 'price': 814}",,total,4235937796.0,,,814,0.5,1593557615.0
340,87,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557614,0,"{'participantId': 1593557616, 'points': 0.5, 'price': -1937}",,total,4235937796.0,,,-1937,0.5,1593557616.0
341,88,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557617,0,"{'participantId': 1593557618, 'points': 0.5, 'price': -193}",,total,4235937796.0,,,-193,0.5,1593557618.0
342,88,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557617,0,"{'participantId': 1593557619, 'points': 0.5, 'price': 135}",,total,4235937796.0,,,135,0.5,1593557619.0
343,89,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557620,0,"{'participantId': 1593557621, 'points': 0.5, 'price': 655}",,total,4235937796.0,,,655,0.5,1593557621.0
344,89,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557620,0,"{'participantId': 1593557622, 'points': 0.5, 'price': -1344}",,total,4235937796.0,,,-1344,0.5,1593557622.0
345,90,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557623,0,"{'participantId': 1593557624, 'points': 1.5, 'price': 123}",,total,4235937796.0,,,123,1.5,1593557624.0
346,90,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557623,0,"{'participantId': 1593557625, 'points': 1.5, 'price': -166}",,total,4235937796.0,,,-166,1.5,1593557625.0
347,91,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557626,0,"{'participantId': 1593557627, 'points': 3.5, 'price': -185}",,total,4235937796.0,,,-185,3.5,1593557627.0
348,91,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557626,0,"{'participantId': 1593557628, 'points': 3.5, 'price': 123}",,total,4235937796.0,,,123,3.5,1593557628.0
349,92,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557629,0,"{'participantId': 1593557630, 'points': 5.5, 'price': -142}",,total,4235937796.0,,,-142,5.5,1593557630.0
350,92,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557629,0,"{'participantId': 1593557631, 'points': 5.5, 'price': 104}",,total,4235937796.0,,,104,5.5,1593557631.0
351,93,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557632,0,"{'participantId': 1593557633, 'points': 2.5, 'price': 107}",,total,4235937796.0,,,107,2.5,1593557633.0
352,93,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557632,0,"{'participantId': 1593557634, 'points': 2.5, 'price': -143}",,total,4235937796.0,,,-143,2.5,1593557634.0
353,94,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557635,0,"{'participantId': 1593557636, 'points': 17.5, 'price': -198}",,total,4235937796.0,,,-198,17.5,1593557636.0
354,94,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557635,0,"{'participantId': 1593557637, 'points': 17.5, 'price': 143}",,total,4235937796.0,,,143,17.5,1593557637.0
355,95,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557638,0,"{'participantId': 1593557639, 'points': 0.5, 'price': 641}",,total,4235943160.0,,,641,0.5,1593557639.0
356,95,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557638,0,"{'participantId': 1593557640, 'points': 0.5, 'price': -1298}",,total,4235943160.0,,,-1298,0.5,1593557640.0
357,96,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557641,0,"{'participantId': 1593557642, 'points': 1.5, 'price': 116}",,total,4235943160.0,,,116,1.5,1593557642.0
358,96,2024-07-07T01:40:00+00:00,,s;0;ou,"[{'amount': 500, 'type': 'maxRiskStake'}]",1593557641,0,"{'participantId': 1593557643, 'points': 1.5, 'price': -156}",,total,4235943160.0,,,-156,1.5,1593557643.0
