Key,Date,League,Teams,Name,Category,Side,Designation,Points,PN American Odds,PN Decimal Odds,PN Fair Odds
pp;0;ou;tb;1.5,2024-08-15,MLB,ATL(away) vs SF(home),A. Riley,Total Bases,,over,1.5,107,2.0700000000000003,122
pp;0;ou;tb;1.5,2024-08-15,MLB,ATL(away) vs SF(home),A. Riley,Total Bases,,under,1.5,-143,1.6993006993006992,-122
pp;0;ou;hr;0.5,2024-08-15,MLB,ATL(away) vs SF(home),T. Fitzgerald,Home Runs,,over,0.5,805,9.05,860
pp;0;ou;hr;0.5,2024-08-15,MLB,ATL(away) vs SF(home),T. Fitzgerald,Home Runs,,under,0.5,-1897,1.0527148128624144,-860
pp;0;ou;tb;1.5,2024-08-15,MLB,ATL(away) vs SF(home),T. Fitzgerald,Total Bases,,over,1.5,151,2.51,170
pp;0;ou;tb;1.5,2024-08-15,MLB,ATL(away) vs SF(home),T. Fitzgerald,Total Bases,,under,1.5,-210,1.4761904761904763,-170
pp;0;ou;hr;0.5,2024-08-15,MLB,ATL(away) vs SF(home),J. Encarnación,Home Runs,,over,0.5,819,9.19,874
pp;0;ou;hr;0.5,2024-08-15,MLB,ATL(away) vs SF(home),J. Encarnación,Home Runs,,under,0.5,-1954,1.0511770726714431,-874
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),J. Encarnación,Total Bases,,over,0.5,-164,1.6097560975609757,-138
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),J. Encarnación,Total Bases,,under,0.5,122,2.2199999999999998,138
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),C. Schmitt,Total Bases,,over,0.5,-198,1.5050505050505052,-162
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),C. Schmitt,Total Bases,,under,0.5,144,2.44,162
pp;0;ou;hr;0.5,2024-08-15,MLB,ATL(away) vs SF(home),H. Ramos,Home Runs,,over,0.5,739,8.39,791
pp;0;ou;hr;0.5,2024-08-15,MLB,ATL(away) vs SF(home),H. Ramos,Home Runs,,under,0.5,-1641,1.060938452163315,-791
pp;0;ou;tb;1.5,2024-08-15,MLB,ATL(away) vs SF(home),H. Ramos,Total Bases,,over,1.5,145,2.45,164
pp;0;ou;tb;1.5,2024-08-15,MLB,ATL(away) vs SF(home),H. Ramos,Total Bases,,under,1.5,-201,1.4975124378109452,-164
pp;0;ou;tb;1.5,2024-08-15,MLB,ATL(away) vs SF(home),M. Harris II,Total Bases,,over,1.5,129,2.29,145
pp;0;ou;tb;1.5,2024-08-15,MLB,ATL(away) vs SF(home),M. Harris II,Total Bases,,under,1.5,-174,1.5747126436781609,-145
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),J. Kelenic,Total Bases,,over,0.5,-150,1.6666666666666665,-127
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),J. Kelenic,Total Bases,,under,0.5,112,2.12,127
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),G. McCray,Total Bases,,over,0.5,-118,1.847457627118644,-102
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),G. McCray,Total Bases,,under,0.5,-112,1.8928571428571428,102
pp;0;ou;hr;0.5,2024-08-15,MLB,ATL(away) vs SF(home),A. Duvall,Home Runs,,over,0.5,791,8.91,845
pp;0;ou;hr;0.5,2024-08-15,MLB,ATL(away) vs SF(home),A. Duvall,Home Runs,,under,0.5,-1842,1.0542888165038002,-845
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),A. Duvall,Total Bases,,over,0.5,-175,1.5714285714285714,-146
pp;0;ou;tb;0.5,2024-08-15,MLB,ATL(away) vs SF(home),A. Duvall,Total Bases,,under,0.5,129,2.29,146
s;0;m,2024-08-15,MLB,MIN(away) vs TEX(home),,moneyline,home,,,105,2.05,109
s;0;m,2024-08-15,MLB,MIN(away) vs TEX(home),,moneyline,away,,,-113,1.8849557522123894,-109
s;0;tt;3.5;home,2024-08-15,MLB,MIN(away) vs TEX(home),,team_total,home,over,3.5,-126,1.7936507936507935,-116
s;0;tt;3.5;home,2024-08-15,MLB,MIN(away) vs TEX(home),,team_total,home,under,3.5,108,2.08,116
s;0;tt;4.5;away,2024-08-15,MLB,MIN(away) vs TEX(home),,team_total,away,over,4.5,109,2.09,117
s;0;tt;4.5;away,2024-08-15,MLB,MIN(away) vs TEX(home),,team_total,away,under,4.5,-128,1.78125,-117
s;0;s;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,home,,1.5,-159,1.6289308176100628,-149
s;0;s;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,away,,-1.5,143,2.4299999999999997,149
s;0;s;3.0,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,home,,3.0,-382,1.2617801047120418,-310
s;0;s;3.0,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,away,,-3.0,291,3.91,310
s;0;s;2.5,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,home,,2.5,-263,1.3802281368821292,-230
s;0;s;2.5,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,away,,-2.5,218,3.18,230
s;0;s;2.0,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,home,,2.0,-220,1.4545454545454546,-199
s;0;s;2.0,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,away,,-2.0,190,2.9,199
s;0;s;1.0,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,home,,1.0,-128,1.78125,-120
s;0;s;1.0,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,away,,-1.0,113,2.13,120
s;0;s;-1.0,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,home,,-1.0,157,2.5700000000000003,167
s;0;s;-1.0,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,away,,1.0,-184,1.5434782608695652,-167
s;0;s;-1.5,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,home,,-1.5,204,3.04,217
s;0;s;-1.5,2024-08-15,MLB,MIN(away) vs TEX(home),,spread,away,,1.5,-251,1.3984063745019921,-217
s;0;ou;8.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,8.5,101,2.01,107
s;0;ou;8.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,8.5,-113,1.8849557522123894,-107
s;0;ou;5.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,5.5,-354,1.2824858757062148,-292
s;0;ou;5.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,5.5,274,3.74,292
s;0;ou;7.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,7.0,-191,1.5235602094240837,-175
s;0;ou;7.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,7.0,167,2.67,175
s;0;ou;7.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,7.5,-138,1.7246376811594204,-129
s;0;ou;7.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,7.5,123,2.23,129
s;0;ou;8.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,8.0,-118,1.847457627118644,-111
s;0;ou;8.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,8.0,105,2.05,111
s;0;ou;9.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,9.0,126,2.26,133
s;0;ou;9.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,9.0,-143,1.6993006993006992,-133
s;0;ou;9.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,9.5,150,2.5,158
s;0;ou;9.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,9.5,-171,1.5847953216374269,-158
s;0;ou;10.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,10.0,180,2.8,189
s;0;ou;10.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,10.0,-208,1.4807692307692308,-189
s;0;ou;12.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,12.5,360,4.6,383
s;0;ou;12.5,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,12.5,-498,1.2008032128514057,-383
s;0;ou;26.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,over,26.0,-103,1.970873786407767,107
s;0;ou;26.0,2024-08-15,MLB,MIN(away) vs TEX(home),,total,,under,26.0,-118,1.847457627118644,-107
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Santana,Home Runs,,over,0.5,444,5.44,479
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Santana,Home Runs,,under,0.5,-740,1.135135135135135,-479
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Santana,Total Bases,,over,1.5,133,2.33,150
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Santana,Total Bases,,under,1.5,-181,1.5524861878453038,-150
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Vazquez,Home Runs,,over,0.5,621,7.21,667
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Vazquez,Home Runs,,under,0.5,-1234,1.0810372771474879,-667
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Vazquez,Total Bases,,over,0.5,-166,1.6024096385542168,-139
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Vazquez,Total Bases,,under,0.5,123,2.23,139
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),K. Farmer,Home Runs,,over,0.5,577,6.77,620
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),K. Farmer,Home Runs,,under,0.5,-1098,1.0910746812386156,-620
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),K. Farmer,Total Bases,,over,0.5,-182,1.5494505494505495,-148
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),K. Farmer,Total Bases,,under,0.5,129,2.29,148
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Kepler,Home Runs,,over,0.5,481,5.81,519
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Kepler,Home Runs,,under,0.5,-834,1.119904076738609,-519
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Kepler,Total Bases,,over,1.5,150,2.5,169
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Kepler,Total Bases,,under,1.5,-208,1.4807692307692308,-169
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Margot,Home Runs,,over,0.5,582,6.82,626
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Margot,Home Runs,,under,0.5,-1114,1.0897666068222622,-626
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Margot,Total Bases,,over,1.5,124,2.24,142
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Margot,Total Bases,,under,1.5,-172,1.5813953488372094,-142
pp;0;ou;so;5.5,2024-08-15,MLB,MIN(away) vs TEX(home),B. Ober,Total Strikeouts,,over,5.5,-128,1.78125,-106
pp;0;ou;so;5.5,2024-08-15,MLB,MIN(away) vs TEX(home),B. Ober,Total Strikeouts,,under,5.5,-113,1.8849557522123894,106
pp;0;ou;hita;4.5,2024-08-15,MLB,MIN(away) vs TEX(home),B. Ober,Hits Allowed,,over,4.5,-157,1.6369426751592355,-133
pp;0;ou;hita;4.5,2024-08-15,MLB,MIN(away) vs TEX(home),B. Ober,Hits Allowed,,under,4.5,117,2.17,133
pp;0;ou;er;2.5,2024-08-15,MLB,MIN(away) vs TEX(home),B. Ober,Earned Runs,,over,2.5,110,2.1,125
pp;0;ou;er;2.5,2024-08-15,MLB,MIN(away) vs TEX(home),B. Ober,Earned Runs,,under,2.5,-147,1.6802721088435373,-125
pp;ou;po;17.5,2024-08-15,MLB,MIN(away) vs TEX(home),B. Ober,Pitching Outs,,over,17.5,-171,1.5847953216374269,-143
pp;ou;po;17.5,2024-08-15,MLB,MIN(away) vs TEX(home),B. Ober,Pitching Outs,,under,17.5,126,2.26,143
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),W. Castro,Home Runs,,over,0.5,614,7.14,660
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),W. Castro,Home Runs,,under,0.5,-1214,1.0823723228995057,-660
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),W. Castro,Total Bases,,over,1.5,147,2.4699999999999998,166
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),W. Castro,Total Bases,,under,1.5,-204,1.4901960784313726,-166
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),A. Martin,Home Runs,,over,0.5,871,9.71,928
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),A. Martin,Home Runs,,under,0.5,-2178,1.0459136822773187,-928
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),A. Martin,Total Bases,,over,0.5,-147,1.6802721088435373,-124
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),A. Martin,Total Bases,,under,0.5,108,2.08,124
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),R. Lewis,Home Runs,,over,0.5,357,4.57,386
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),R. Lewis,Home Runs,,under,0.5,-545,1.18348623853211,-386
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),R. Lewis,Total Bases,,over,1.5,108,2.08,123
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),R. Lewis,Total Bases,,under,1.5,-144,1.6944444444444444,-123
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Miranda,Home Runs,,over,0.5,359,4.59,388
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Miranda,Home Runs,,under,0.5,-549,1.1821493624772312,-388
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Miranda,Total Bases,,over,1.5,105,2.05,120
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Miranda,Total Bases,,under,1.5,-140,1.7142857142857144,-120
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Semien,Home Runs,,over,0.5,495,5.95,534
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Semien,Home Runs,,under,0.5,-869,1.1150747986191023,-534
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Semien,Total Bases,,over,1.5,137,2.37,154
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),M. Semien,Total Bases,,under,1.5,-187,1.53475935828877,-154
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Seager,Home Runs,,over,0.5,301,4.01,326
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Seager,Home Runs,,under,0.5,-433,1.2309468822170901,-326
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Seager,Total Bases,,over,1.5,101,2.01,115
pp;0;ou;tb;1.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Seager,Total Bases,,under,1.5,-134,1.7462686567164178,-115
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Heim,Home Runs,,over,0.5,650,7.5,698
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Heim,Home Runs,,under,0.5,-1330,1.0751879699248121,-698
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Heim,Total Bases,,over,0.5,-139,1.7194244604316546,-119
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Heim,Total Bases,,under,0.5,104,2.04,119
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),N. Lowe,Home Runs,,over,0.5,738,8.379999999999999,790
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),N. Lowe,Home Runs,,under,0.5,-1638,1.061050061050061,-790
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),N. Lowe,Total Bases,,over,0.5,-157,1.6369426751592355,-133
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),N. Lowe,Total Bases,,under,0.5,117,2.17,133
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),L. Taveras,Home Runs,,over,0.5,729,8.29,780
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),L. Taveras,Home Runs,,under,0.5,-1603,1.0623830318153462,-780
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),L. Taveras,Total Bases,,over,0.5,-141,1.7092198581560285,-121
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),L. Taveras,Total Bases,,under,0.5,106,2.06,121
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),A. Garcia,Home Runs,,over,0.5,357,4.57,386
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),A. Garcia,Home Runs,,under,0.5,-545,1.18348623853211,-386
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),A. Garcia,Total Bases,,over,0.5,-166,1.6024096385542168,-139
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),A. Garcia,Total Bases,,under,0.5,123,2.23,139
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. H. Smith,Home Runs,,over,0.5,661,7.61,709
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. H. Smith,Home Runs,,under,0.5,-1365,1.0732600732600732,-709
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. H. Smith,Total Bases,,over,0.5,-168,1.5952380952380953,-140
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. H. Smith,Total Bases,,under,0.5,124,2.24,140
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Jung,Home Runs,,over,0.5,461,5.61,497
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Jung,Home Runs,,under,0.5,-782,1.1278772378516624,-497
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Jung,Total Bases,,over,0.5,-198,1.5050505050505052,-161
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),J. Jung,Total Bases,,under,0.5,143,2.4299999999999997,161
pp;0;ou;so;4.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Bradford,Total Strikeouts,,over,4.5,100,2.0,116
pp;0;ou;so;4.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Bradford,Total Strikeouts,,under,4.5,-137,1.72992700729927,-116
pp;0;ou;hita;5.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Bradford,Hits Allowed,,over,5.5,109,2.09,124
pp;0;ou;hita;5.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Bradford,Hits Allowed,,under,5.5,-146,1.6849315068493151,-124
pp;0;ou;er;2.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Bradford,Earned Runs,,over,2.5,-101,1.99009900990099,115
pp;0;ou;er;2.5,2024-08-15,MLB,MIN(away) vs TEX(home),C. Bradford,Earned Runs,,under,2.5,-138,1.7246376811594204,-115
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),W. Langford,Home Runs,,over,0.5,515,6.15,555
pp;0;ou;hr;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),W. Langford,Home Runs,,under,0.5,-923,1.1083423618634887,-555
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),W. Langford,Total Bases,,over,0.5,-171,1.5847953216374269,-143
pp;0;ou;tb;0.5,2024-08-15,MLB,MIN(away) vs TEX(home),W. Langford,Total Bases,,under,0.5,127,2.27,143
